date,time,no,pm10,pm25
2021-04-01,17:00:00,1.77822,23.15,12.335
2021-04-01,18:00:00,2.72865,19.525,9.953
2021-04-01,19:00:00,1.56361,16.425,8.656
2021-04-01,20:00:00,1.349,19.4,9.151
2021-04-01,21:00:00,1.04241,15.75,7.901
2021-04-01,22:00:00,0.91977,14.175,7.429
2021-04-01,23:00:00,0.76648,11.625,6.627
2021-04-01,24:00:00,0.73582,8.925,4.906
2021-04-02,01:00:00,0.95096,7.35,4.245
2021-04-02,02:00:00,1.01232,7.175,3.915
2021-04-02,03:00:00,0.5215,9.1,4.693
2021-04-02,04:00:00,0.61352,9.25,5.024
2021-04-02,05:00:00,0.76691,9.525,5.047
2021-04-02,06:00:00,1.22705,9.275,5.071
2021-04-02,07:00:00,1.2884,9.975,5.142
2021-04-02,08:00:00,1.31908,11.025,5.283
2021-04-02,09:00:00,1.53381,11.5,5.802
2021-04-02,10:00:00,2.14733,11.2,5.448
2021-04-02,11:00:00,2.02463,12.175,5.943
2021-04-02,12:00:00,2.48477,12.275,6.085
2021-04-02,13:00:00,1.74854,12.225,6.132
2021-04-02,14:00:00,1.56449,10.375,5.943
2021-04-02,15:00:00,1.38043,11.85,5.708
2021-04-02,16:00:00,1.22705,12.85,5.684
2021-04-02,17:00:00,1.13502,11.225,5.259
2021-04-02,18:00:00,0.92029,12.2,5.825
2021-04-02,19:00:00,0.82826,11.775,5.731
2021-04-02,20:00:00,0.61352,11.1,5.401
2021-04-02,21:00:00,0.58285,9.15,4.764
2021-04-02,22:00:00,0.73623,7.025,4.009
2021-04-02,23:00:00,0.73623,9.9,6.014
2021-04-02,24:00:00,0.58285,14.175,8.373
2021-04-03,01:00:00,0.58318,16.75,9.764
2021-04-03,02:00:00,0.52179,17.975,10.401
2021-04-03,03:00:00,0.55248,17.625,10.212
2021-04-03,04:00:00,0.4604,19.5,10.472
2021-04-03,05:00:00,0.4911,21.35,10.212
2021-04-03,06:00:00,0.58318,19.6,9.387
2021-04-03,07:00:00,0.61387,19.425,9.505
2021-04-03,08:00:00,0.85942,21.5,9.67
2021-04-03,09:00:00,0.9208,22.25,9.788
2021-04-03,10:00:00,1.10496,20,8.844
2021-04-03,11:00:00,1.35051,23.15,11.344
2021-04-03,12:00:00,1.31982,22.6,10.896
2021-04-03,13:00:00,1.4119,21.8,9.67
2021-04-03,14:00:00,1.31982,19.775,9.198
2021-04-03,15:00:00,1.22774,19.95,9.34
2021-04-03,16:00:00,1.25843,21.25,9.528
2021-04-03,17:00:00,1.04358,21.05,9.481
2021-04-03,18:00:00,1.01288,18.575,8.491
2021-04-03,19:00:00,2.39409,19.6,9.009
2021-04-03,20:00:00,2.24062,19.675,9.387
2021-04-03,21:00:00,1.99507,20,9.458
2021-04-03,22:00:00,2.05646,20.25,9.717
2021-04-03,23:00:00,1.90299,18.525,8.726
2021-04-03,24:00:00,1.8723,18.975,8.986
2021-04-04,01:00:00,1.32056,18.85,9.646
2021-04-04,02:00:00,1.59695,19.55,10.637
2021-04-04,03:00:00,3.40889,19.35,9.859
2021-04-04,04:00:00,2.94822,19.625,10.094
2021-04-04,05:00:00,1.93477,20,9.788
2021-04-04,06:00:00,1.16701,17.675,8.892
2021-04-04,07:00:00,1.41269,15.3,8.42
2021-04-04,08:00:00,1.7198,17.525,9.859
2021-04-04,09:00:00,1.87335,18.9,10.92
2021-04-04,10:00:00,1.78122,21.05,12.925
2021-04-04,11:00:00,1.56625,21.65,13.42
2021-04-04,12:00:00,1.25914,22.65,13.679
2021-04-04,13:00:00,1.28985,22.35,13.561
2021-04-04,14:00:00,1.41269,22.7,13.632
2021-04-04,15:00:00,1.1363,24.925,14.245
2021-04-04,16:00:00,0.82919,23.05,13.915
2021-04-04,17:00:00,0.55279,20.675,11.958
2021-04-04,18:00:00,0.52208,22.45,12.854
2021-04-04,19:00:00,0.39924,20.05,12.995
2021-04-04,20:00:00,0.24569,23.35,14.245
2021-04-04,21:00:00,0.2764,25.2,16.816
2021-04-04,22:00:00,0.24569,25.8,17.264
2021-04-04,23:00:00,0.2764,24.675,17.146
2021-04-04,24:00:00,0.30711,25.75,17.712
2021-04-05,01:00:00,0.12291,23.325,16.439
2021-04-05,02:00:00,0.2151,20.05,14.882
2021-04-05,03:00:00,0.18437,18.675,13.939
2021-04-05,04:00:00,0.12291,18.125,13.703
2021-04-05,05:00:00,0.30728,16.475,11.981
2021-04-05,06:00:00,0.43019,28.825,8.09
2021-04-05,07:00:00,0.52237,31.025,8.373
2021-04-05,08:00:00,0.64529,19.15,6.085
2021-04-05,09:00:00,0.98329,12.35,5.142
2021-04-05,10:00:00,1.13693,11.675,6.109
2021-04-05,11:00:00,1.22912,8.275,4.528
2021-04-05,12:00:00,1.19839,9.9,4.552
2021-04-05,13:00:00,1.07548,9.425,3.821
2021-04-05,14:00:00,1.1062,8.475,3.255
2021-04-05,15:00:00,1.13693,8.475,2.476
2021-04-05,16:00:00,1.19839,9.7,2.571
2021-04-05,17:00:00,1.1062,7.125,2.311
2021-04-05,18:00:00,1.07548,6,2.359
2021-04-05,19:00:00,0.95257,5.75,2.712
2021-04-05,20:00:00,0.79893,6.55,3.703
2021-04-05,21:00:00,0.7682,7.125,3.656
2021-04-05,22:00:00,0.82965,8.925,3.797
2021-04-05,23:00:00,0.7682,10.075,4.575
2021-04-05,24:00:00,0.89111,9.1,4.269
2021-04-06,01:00:00,1.13757,8.85,4.34
2021-04-06,02:00:00,0.70714,10.975,4.552
2021-04-06,03:00:00,1.07608,9.1,4.222
2021-04-06,04:00:00,0.83012,8.35,4.08
2021-04-06,05:00:00,1.13757,9.175,4.057
2021-04-06,06:00:00,1.16832,9.85,4.151
2021-04-06,07:00:00,2.73632,12.85,4.67
2021-04-06,08:00:00,3.62793,12.85,4.528
2021-04-06,09:00:00,3.72016,15.55,4.245
2021-04-06,10:00:00,2.61334,11.35,3.278
2021-04-06,11:00:00,2.30589,12.775,2.689
2021-04-06,12:00:00,2.24439,17.925,3.16
2021-04-06,13:00:00,1.96769,21.675,3.703
2021-04-06,14:00:00,2.05992,16,2.948
2021-04-06,15:00:00,1.81396,19.75,3.561
2021-04-06,16:00:00,2.18291,16.375,3.42
2021-04-06,17:00:00,2.36738,11.525,3.137
2021-04-06,18:00:00,1.53726,11.425,3.113
2021-04-06,19:00:00,1.38353,9.7,2.948
2021-04-06,20:00:00,0.86086,9.2,3.208
2021-04-06,21:00:00,1.16832,8.525,3.962
2021-04-06,22:00:00,0.76863,6.775,3.844
2021-04-06,23:00:00,0.83012,7.925,4.34
2021-04-06,24:00:00,0.92235,7.2,3.986
2021-04-07,01:00:00,0.58449,8.025,4.292
2021-04-07,02:00:00,0.52296,7.15,4.623
2021-04-07,03:00:00,0.79982,8.85,5.92
2021-04-07,04:00:00,0.95363,9.65,6.368
2021-04-07,05:00:00,1.41507,10.725,6.226
2021-04-07,06:00:00,1.93803,8.8,5.448
2021-04-07,07:00:00,7.5983,10.275,5.425
2021-04-07,08:00:00,16.05795,40.2,9.953
2021-04-07,09:00:00,13.90459,28.05,7.759
2021-04-07,10:00:00,4.42978,15.1,4.717
2021-04-07,11:00:00,2.46099,19.3,4.198
2021-04-07,12:00:00,3.19929,15.875,3.939
2021-04-07,13:00:00,3.62996,16.975,4.741
2021-04-07,14:00:00,3.99911,35.075,7.146
2021-04-07,15:00:00,3.3531,24.2,5.778
2021-04-07,16:00:00,2.46099,12.775,4.104
2021-04-07,17:00:00,1.53812,12.35,4.08
2021-04-07,18:00:00,1.69193,12.1,4.859
2021-04-07,19:00:00,1.63041,14.625,5.542
2021-04-07,20:00:00,0.76906,11.1,5.024
2021-04-07,21:00:00,0.83058,10.95,5.425
2021-04-07,22:00:00,0.55372,10.3,5.778
2021-04-07,23:00:00,0.27686,11.65,5.094
2021-04-07,24:00:00,0.15381,8.875,4.882
2021-04-08,01:00:00,0.24624,9.6,5.094
2021-04-08,02:00:00,0.33858,15.925,6.651
2021-04-08,03:00:00,0.24624,10.875,6.25
2021-04-08,04:00:00,0.21546,10.025,5.448
2021-04-08,05:00:00,0.27702,10.625,5.495
2021-04-08,06:00:00,0.76949,11.55,6.533
2021-04-08,07:00:00,2.52393,13.2,7.476
2021-04-08,08:00:00,9.48011,30.225,9.198
2021-04-08,09:00:00,5.20175,28.175,7.311
2021-04-08,10:00:00,4.70928,31.125,7.759
2021-04-08,11:00:00,No data,31.45,6.816
2021-04-08,12:00:00,4.03213,28.6,6.792
2021-04-08,13:00:00,2.8625,52.725,10.024
2021-04-08,14:00:00,2.27769,22.4,5.307
2021-04-08,15:00:00,2.27769,17.9,5.094
2021-04-08,16:00:00,0.83105,22,5.377
2021-04-08,17:00:00,0.55403,10.9,3.868
2021-04-08,18:00:00,0.64637,10.95,4.41
2021-04-08,19:00:00,0.33858,10.3,4.646
2021-04-08,20:00:00,0.24624,9.775,4.552
2021-04-08,21:00:00,0.21546,8.1,4.575
2021-04-08,22:00:00,0.18468,8.8,5.354
2021-04-08,23:00:00,0.12312,9.575,6.014
2021-04-08,24:00:00,0.12312,10,6.226
2021-04-09,01:00:00,0.18476,9.325,6.156
2021-04-09,02:00:00,0.21556,9.475,6.109
2021-04-09,03:00:00,0.15397,8.525,5.425
2021-04-09,04:00:00,0.12318,8.3,5.377
2021-04-09,05:00:00,0.21556,7.35,5.212
2021-04-09,06:00:00,0.5235,8.1,5.354
2021-04-09,07:00:00,2.92543,10.675,6.792
2021-04-09,08:00:00,5.41974,20.575,7.594
2021-04-09,09:00:00,4.86545,16.575,5.849
2021-04-09,10:00:00,2.34034,17.225,5.33
2021-04-09,11:00:00,2.00161,17,4.623
2021-04-09,12:00:00,1.81685,14.925,4.528
2021-04-09,13:00:00,1.50891,11.35,3.561
2021-04-09,14:00:00,1.41652,12.95,3.538
2021-04-09,15:00:00,2.15558,11.55,4.198
2021-04-09,16:00:00,1.44732,21.5,5.519
2021-04-09,17:00:00,1.87843,12.075,4.953
2021-04-09,18:00:00,2.43272,12.025,6.91
2021-04-09,19:00:00,1.90923,10.55,6.58
2021-04-09,20:00:00,1.75526,10.55,6.887
2021-04-09,21:00:00,1.29335,9.025,5.849
2021-04-09,22:00:00,0.70826,7.575,4.198
2021-04-09,23:00:00,0.76985,9.175,4.953
2021-04-09,24:00:00,0.58509,9.975,5.66
2021-04-10,01:00:00,0.67778,10.975,6.934
2021-04-10,02:00:00,0.58536,14.125,9.198
2021-04-10,03:00:00,0.64698,15.675,10.991
2021-04-10,04:00:00,0.58536,14.225,9.976
2021-04-10,05:00:00,0.55455,11.175,7.5
2021-04-10,06:00:00,0.64698,9.425,6.038
2021-04-10,07:00:00,1.1091,10.7,6.344
2021-04-10,08:00:00,1.66365,10.475,6.675
2021-04-10,09:00:00,2.03335,11.9,6.462
2021-04-10,10:00:00,1.94093,11.85,6.203
2021-04-10,11:00:00,1.94093,11.25,5.731
2021-04-10,12:00:00,2.27982,10.325,4.292
2021-04-10,13:00:00,2.64952,11.1,4.764
2021-04-10,14:00:00,2.5879,9.425,4.599
2021-04-10,15:00:00,2.24901,10.375,5.259
2021-04-10,16:00:00,2.5879,12.25,6.887
2021-04-10,17:00:00,1.94093,12.325,6.415
2021-04-10,18:00:00,1.63284,11.3,5.825
2021-04-10,19:00:00,1.8485,11.25,6.061
2021-04-10,20:00:00,1.60204,10.875,5.943
2021-04-10,21:00:00,1.32476,10.5,5.236
2021-04-10,22:00:00,1.4788,9.9,5.024
2021-04-10,23:00:00,1.94093,8.575,4.552
2021-04-10,24:00:00,2.18739,7.975,3.986
2021-04-11,01:00:00,2.65076,7.8,4.316
2021-04-11,02:00:00,3.35968,7.3,4.245
2021-04-11,03:00:00,3.7912,7.9,4.151
2021-04-11,04:00:00,2.435,7.325,3.868
2021-04-11,05:00:00,2.52747,8.025,4.646
2021-04-11,06:00:00,2.49664,8.45,4.741
2021-04-11,07:00:00,2.77405,7.025,4.387
2021-04-11,08:00:00,3.35968,7.35,4.292
2021-04-11,09:00:00,2.95899,5.9,3.302
2021-04-11,10:00:00,2.52747,5.325,3.208
2021-04-11,11:00:00,2.34253,6.8,4.269
2021-04-11,12:00:00,1.26373,6.1,2.618
2021-04-11,13:00:00,1.26373,7.175,3.302
2021-04-11,14:00:00,1.29455,6.975,3.467
2021-04-11,15:00:00,0.98633,7.925,3.656
2021-04-11,16:00:00,1.29455,6.35,3.538
2021-04-11,17:00:00,1.23291,6.775,3.184
2021-04-11,18:00:00,1.3562,4.975,3.255
2021-04-11,19:00:00,1.0788,5.425,3.585
2021-04-11,20:00:00,0.80139,7.225,5.024
2021-04-11,21:00:00,2.74323,10.1,7.099
2021-04-11,22:00:00,1.0788,10.675,7.547
2021-04-11,23:00:00,5.48645,15.85,8.821
2021-04-11,24:00:00,2.18842,13.45,8.561
2021-04-12,01:00:00,0.37005,10.125,7.83
2021-04-12,02:00:00,0.27753,9.2,6.698
2021-04-12,03:00:00,0.33921,10.25,8.42
2021-04-12,04:00:00,0.40088,12.05,10.047
2021-04-12,05:00:00,1.23349,12.5,10.354
2021-04-12,06:00:00,2.31279,12.625,10.448
2021-04-12,07:00:00,6.84585,13.3,9.505
2021-04-12,08:00:00,6.04408,11.925,5.283
2021-04-12,09:00:00,6.50664,11.2,5.778
2021-04-12,10:00:00,49.30859,11.35,5.849
2021-04-12,11:00:00,43.23367,11.95,5.967
2021-04-12,12:00:00,4.25553,10,4.34
2021-04-12,13:00:00,2.37446,10.05,3.962
2021-04-12,14:00:00,1.81939,9.675,4.033
2021-04-12,15:00:00,1.78856,9.4,3.538
2021-04-12,16:00:00,1.63437,10.475,3.726
2021-04-12,17:00:00,1.81939,10.975,4.222
2021-04-12,18:00:00,2.62116,10,4.599
2021-04-12,19:00:00,1.14097,9.25,5.377
2021-04-12,20:00:00,1.26432,10.875,6.274
2021-04-12,21:00:00,0.61674,16.625,8.656
2021-04-12,22:00:00,5.18064,33.325,12.807
2021-04-12,23:00:00,22.26442,27.55,15.873
2021-04-12,24:00:00,54.76676,31.75,17.241
2021-04-13,01:00:00,45.53686,26.75,15.896
2021-04-13,02:00:00,34.18349,21.225,14.434
2021-04-13,03:00:00,22.45991,19.3,14.222
2021-04-13,04:00:00,33.53561,20.55,14.599
2021-04-13,05:00:00,45.53686,20.675,14.859
2021-04-13,06:00:00,54.05188,23.725,15.189
2021-04-13,07:00:00,70.24893,28.775,16.958
2021-04-13,08:00:00,51.52205,31.275,17.783
2021-04-13,09:00:00,23.1695,33.4,14.811
2021-04-13,10:00:00,7.31181,20.475,10
2021-04-13,11:00:00,2.83834,18.7,6.981
2021-04-13,12:00:00,2.59153,15.025,5.236
2021-04-13,13:00:00,2.19046,19.375,6.675
2021-04-13,14:00:00,2.00535,27.15,7.524
2021-04-13,15:00:00,1.94365,20.55,6.84
2021-04-13,16:00:00,1.0181,24.625,10.802
2021-04-13,17:00:00,1.23406,18.425,11.863
2021-04-13,18:00:00,0.8947,17.3,11.627
2021-04-13,19:00:00,0.70959,19.075,12.524
2021-04-13,20:00:00,1.17236,19.35,13.443
2021-04-13,21:00:00,4.99795,23.3,15.66
2021-04-13,22:00:00,3.0543,18.925,13.066
2021-04-13,23:00:00,0.61703,21,14.481
2021-04-13,24:00:00,0.58618,23.35,17.123
2021-04-14,01:00:00,2.8088,25.075,19.434
2021-04-14,02:00:00,2.56187,25.525,19.458
2021-04-14,03:00:00,0.58645,25.575,19.693
2021-04-14,04:00:00,18.18003,30.775,21.061
2021-04-14,05:00:00,10.7722,26.35,19.458
2021-04-14,06:00:00,22.56299,30.625,18.962
2021-04-14,07:00:00,21.97653,29.2,18.255
2021-04-14,08:00:00,18.48868,29.175,17.028
2021-04-14,09:00:00,7.19176,19.7,12.17
2021-04-14,10:00:00,3.54958,19.05,12.877
2021-04-14,11:00:00,2.9014,18.05,12.335
2021-04-14,12:00:00,2.00629,17.45,10.802
2021-04-14,13:00:00,1.79022,13.925,7.052
2021-04-14,14:00:00,2.06802,12.575,6.769
2021-04-14,15:00:00,1.66676,11.65,5.401
2021-04-14,16:00:00,2.19148,11,4.599
2021-04-14,17:00:00,2.7162,9.8,3.821
2021-04-14,18:00:00,1.94455,8.125,3.302
2021-04-14,19:00:00,1.57416,7.1,2.901
2021-04-14,20:00:00,1.01858,9.325,3.939
2021-04-14,21:00:00,0.58645,9.675,4.175
2021-04-14,22:00:00,0.67905,9.9,4.08
2021-04-14,23:00:00,0.89511,9.175,4.127
2021-04-14,24:00:00,0.55559,7.025,3.443
2021-04-15,01:00:00,0.64849,8.6,4.41
2021-04-15,02:00:00,0.52497,8.475,4.458
2021-04-15,03:00:00,0.61761,7.275,4.104
2021-04-15,04:00:00,0.86465,7.375,4.104
2021-04-15,05:00:00,0.83377,7.65,4.245
2021-04-15,06:00:00,1.94546,9.2,4.623
2021-04-15,07:00:00,4.16884,10.325,4.623
2021-04-15,08:00:00,4.32324,10.3,4.245
2021-04-15,09:00:00,3.58212,9.375,3.561
2021-04-15,10:00:00,3.33507,9.55,3.632
2021-04-15,11:00:00,2.59394,11.45,3.939
2021-04-15,12:00:00,2.37778,8.575,3.396
2021-04-15,13:00:00,1.8837,9.925,5.495
2021-04-15,14:00:00,2.22338,10.775,4.599
2021-04-15,15:00:00,2.56307,10.55,4.104
2021-04-15,16:00:00,2.40866,9.325,4.08
2021-04-15,17:00:00,2.16162,7.975,4.222
2021-04-15,18:00:00,2.65571,10.15,5.425
2021-04-15,19:00:00,1.66754,9.35,5.731
2021-04-15,20:00:00,1.08081,8.575,4.693
2021-04-15,21:00:00,1.01905,7.325,4.222
2021-04-15,22:00:00,0.92641,8,4.906
2021-04-15,23:00:00,1.08081,8.975,5.684
2021-04-15,24:00:00,0.98817,8.975,5.59
2021-04-16,01:00:00,0.86505,8.7,5.684
2021-04-16,02:00:00,0.89595,8.45,5.778
2021-04-16,03:00:00,0.95774,8.675,5.873
2021-04-16,04:00:00,1.20489,9.3,6.368
2021-04-16,05:00:00,1.7301,9.35,6.557
2021-04-16,06:00:00,3.18215,10.55,6.722
2021-04-16,07:00:00,5.74641,10.775,7.146
2021-04-16,08:00:00,5.62283,12.875,7.712
2021-04-16,09:00:00,4.60331,12.2,7.217
2021-04-16,10:00:00,3.46021,11.5,6.486
2021-04-16,11:00:00,2.44068,10.575,6.132
2021-04-16,12:00:00,2.935,12.925,6.722
2021-04-16,13:00:00,2.22442,11.85,6.203
2021-04-16,14:00:00,1.57563,11.45,5.92
2021-04-16,15:00:00,2.47158,12.55,6.297
2021-04-16,16:00:00,2.22442,11.75,6.415
2021-04-16,17:00:00,2.3171,11.475,7.17
2021-04-16,18:00:00,2.56426,13.125,7.618
2021-04-16,19:00:00,1.20489,12.6,6.061
2021-04-16,20:00:00,0.74147,13.175,6.934
2021-04-16,21:00:00,0.5561,12.775,7.476
2021-04-16,22:00:00,0.49432,12.5,7.901
2021-04-16,23:00:00,1.42116,11.875,6.604
2021-04-16,24:00:00,0.89595,13.425,7.642
2021-04-17,01:00:00,0.68,14.325,9.576
2021-04-17,02:00:00,0.83455,12.175,7.759
2021-04-17,03:00:00,1.26727,10.325,6.792
2021-04-17,04:00:00,0.89636,10.225,6.934
2021-04-17,05:00:00,1.45273,10.8,7.076
2021-04-17,06:00:00,2.00909,10.175,6.132
2021-04-17,07:00:00,2.31818,8.1,4.764
2021-04-17,08:00:00,2.84364,5.85,3.231
2021-04-17,09:00:00,2.75091,5.95,2.618
2021-04-17,10:00:00,2.00909,5,2.311
2021-04-17,11:00:00,1.91636,7.85,4.222
2021-04-17,12:00:00,2.10182,9.05,4.599
2021-04-17,13:00:00,1.82364,6.575,3.514
2021-04-17,14:00:00,1.7,6.75,3.726
2021-04-17,15:00:00,1.45273,7.7,4.316
2021-04-17,16:00:00,1.51455,8.8,4.646
2021-04-17,17:00:00,3.30727,8.375,4.811
2021-04-17,18:00:00,2.00909,9.45,5.118
2021-04-17,19:00:00,1.23636,10.2,5.165
2021-04-17,20:00:00,0.77273,8.625,5.094
2021-04-17,21:00:00,0.77273,10.175,5.283
2021-04-17,22:00:00,0.52545,8.075,4.599
2021-04-17,23:00:00,0.30909,7.5,4.151
2021-04-17,24:00:00,0.24727,7.675,4.009
2021-04-18,01:00:00,0.18554,7.175,3.75
2021-04-18,02:00:00,0.15462,7.175,4.009
2021-04-18,03:00:00,0.21646,7.125,3.703
2021-04-18,04:00:00,0.49478,7.825,4.387
2021-04-18,05:00:00,5.31884,9.475,5.684
2021-04-18,06:00:00,11.71999,12.925,6.958
2021-04-18,07:00:00,22.54321,16.05,9.953
2021-04-18,08:00:00,8.0401,12.425,7.665
2021-04-18,09:00:00,4.6076,10.375,6.226
2021-04-18,10:00:00,2.78311,7.875,4.363
2021-04-18,11:00:00,2.1028,8.475,5.094
2021-04-18,12:00:00,1.42248,7.45,4.151
2021-04-18,13:00:00,1.63894,7.65,4.269
2021-04-18,14:00:00,0.98955,8.15,4.929
2021-04-18,15:00:00,0.89678,9.55,5.637
2021-04-18,16:00:00,1.20602,9.325,5.59
2021-04-18,17:00:00,0.9277,9.175,6.061
2021-04-18,18:00:00,1.08232,10.85,6.392
2021-04-18,19:00:00,0.95863,9.7,5.92
2021-04-18,20:00:00,0.98955,11.6,6.604
2021-04-18,21:00:00,1.48433,17.025,9.269
2021-04-18,22:00:00,1.54617,16.925,9.363
2021-04-18,23:00:00,1.14417,17.6,10.189
2021-04-18,24:00:00,1.02048,18.725,11.486
2021-04-19,01:00:00,0.68063,18.475,11.297
2021-04-19,02:00:00,0.43313,19.3,12.689
2021-04-19,03:00:00,1.17564,21.275,14.976
2021-04-19,04:00:00,3.09379,20.325,13.962
2021-04-19,05:00:00,3.86723,21.175,13.679
2021-04-19,06:00:00,10.61168,22.675,15.33
2021-04-19,07:00:00,29.23627,29.25,19.835
2021-04-19,08:00:00,40.18827,37.825,24.34
2021-04-19,09:00:00,27.07062,45.625,29.741
2021-04-19,10:00:00,8.0129,26.775,16.368
2021-04-19,11:00:00,3.6816,19.15,10
2021-04-19,12:00:00,3.58879,22.875,11.58
2021-04-19,13:00:00,4.51693,26.55,13.043
2021-04-19,14:00:00,4.0838,25.475,12.712
2021-04-19,15:00:00,4.05286,24.35,12.099
2021-04-19,16:00:00,2.62972,25.25,14.434
2021-04-19,17:00:00,1.67064,27.15,15.259
2021-04-19,18:00:00,1.3922,30.175,16.675
2021-04-19,19:00:00,0.86626,26.825,15.307
2021-04-19,20:00:00,0.37125,22.55,12.712
2021-04-19,21:00:00,0.27844,29.675,19.882
2021-04-19,22:00:00,0.21657,35.6,26.203
2021-04-19,23:00:00,0.15469,32.225,24.387
2021-04-19,24:00:00,0.21657,30.85,22.689
2021-04-20,01:00:00,2.32142,33.95,20.425
2021-04-20,02:00:00,2.97142,30.675,18.892
2021-04-20,03:00:00,1.33095,27.8,19.481
2021-04-20,04:00:00,1.70237,32.2,23.939
2021-04-20,05:00:00,3.00237,35.675,27.642
2021-04-20,06:00:00,12.87613,39.3,30.755
2021-04-20,07:00:00,31.38557,43.4,32.099
2021-04-20,08:00:00,29.34272,43.6,31.344
2021-04-20,09:00:00,15.13565,41.025,27.288
2021-04-20,10:00:00,5.41664,33.775,21.745
2021-04-20,11:00:00,5.69521,34.475,21.462
2021-04-20,12:00:00,3.62141,28.175,19.693
2021-04-20,13:00:00,1.94999,25.3,17.476
2021-04-20,14:00:00,1.76428,29,21.274
2021-04-20,15:00:00,2.29047,34.1,23.939
2021-04-20,16:00:00,No data,32.575,22.005
2021-04-20,17:00:00,1.98094,39.7,28.538
2021-04-20,18:00:00,1.76428,39.25,30.731
2021-04-20,19:00:00,1.20714,43.45,34.694
2021-04-20,20:00:00,1.05238,47.825,38.09
2021-04-20,21:00:00,0.74285,53.45,45.33
2021-04-20,22:00:00,1.08333,65.45,56.439
2021-04-20,23:00:00,0.83571,76.25,66.51
2021-04-20,24:00:00,0.7119,81.65,72.642
2021-04-21,01:00:00,0.58857,89.025,79.977
2021-04-21,02:00:00,0.61955,92.05,82.925
2021-04-21,03:00:00,1.54888,95.825,85.519
2021-04-21,04:00:00,1.14617,90.7,80.401
2021-04-21,05:00:00,0.96031,83.175,74.364
2021-04-21,06:00:00,1.95159,82.775,73.326
2021-04-21,07:00:00,3.71731,67.3,58.774
2021-04-21,08:00:00,5.88574,50.125,42.264
2021-04-21,09:00:00,5.76183,41.1,30.755
2021-04-21,10:00:00,3.56243,29.725,19.245
2021-04-21,11:00:00,3.53145,35.775,23.868
2021-04-21,12:00:00,2.54016,33.75,23.019
2021-04-21,13:00:00,2.38528,35.55,23.727
2021-04-21,14:00:00,3.3146,34.85,21.392
2021-04-21,15:00:00,2.97385,25.2,11.651
2021-04-21,16:00:00,5.26619,28.625,8.939
2021-04-21,17:00:00,2.84994,27,9.175
2021-04-21,18:00:00,3.09776,25.35,10.283
2021-04-21,19:00:00,1.48693,24.625,11.156
2021-04-21,20:00:00,0.86737,22.9,10.991
2021-04-21,21:00:00,1.05324,18.825,8.915
2021-04-21,22:00:00,0.92933,16.575,8.514
2021-04-21,23:00:00,0.89835,15.5,8.09
2021-04-21,24:00:00,0.65053,14.725,7.264
2021-04-22,01:00:00,0.58906,16.1,7.406
2021-04-22,02:00:00,0.62006,18.375,8.208
2021-04-22,03:00:00,0.68207,17.825,8.349
2021-04-22,04:00:00,0.65106,19.1,8.726
2021-04-22,05:00:00,0.77508,19.725,9.245
2021-04-22,06:00:00,1.95319,21.975,9.976
2021-04-22,07:00:00,6.2936,23.95,10.943
2021-04-22,08:00:00,6.44862,24.025,10.967
2021-04-22,09:00:00,6.47962,24,10.519
2021-04-22,10:00:00,4.92947,21.5,9.576
2021-04-22,11:00:00,4.46443,19.375,9.057
2021-04-22,12:00:00,3.62735,19.95,8.231
2021-04-22,13:00:00,4.58844,27.3,9.057
2021-04-22,14:00:00,3.72036,25.3,8.939
2021-04-22,15:00:00,4.46443,24.425,8.326
2021-04-22,16:00:00,4.24741,25.875,8.255
2021-04-22,17:00:00,3.47233,21.925,7.335
2021-04-22,18:00:00,3.19331,15.95,5.991
2021-04-22,19:00:00,2.0772,15.775,6.439
2021-04-22,20:00:00,1.36413,15.25,7.476
2021-04-22,21:00:00,0.96109,14.325,7.288
2021-04-22,22:00:00,0.93009,14.325,6.863
2021-04-22,23:00:00,0.58906,13.725,6.722
2021-04-22,24:00:00,0.65106,13.75,7.028
2021-04-23,01:00:00,0.6516,13.45,7.146
2021-04-23,02:00:00,0.58954,13.45,7.076
2021-04-23,03:00:00,0.71365,12.2,6.887
2021-04-23,04:00:00,0.68262,13.8,7.642
2021-04-23,05:00:00,1.02394,15.375,8.396
2021-04-23,06:00:00,4.18882,15.2,8.892
2021-04-23,07:00:00,12.41133,18.9,10.401
2021-04-23,08:00:00,13.77658,22.65,11.745
2021-04-23,09:00:00,15.26594,24.825,12.618
2021-04-23,10:00:00,8.96719,24,10.118
2021-04-23,11:00:00,7.0124,21.4,8.231
2021-04-23,12:00:00,5.86435,18.975,7.995
2021-04-23,13:00:00,4.65425,23.875,9.292
2021-04-23,14:00:00,5.02659,23.625,10
2021-04-23,15:00:00,4.43705,23.325,8.137
2021-04-23,16:00:00,4.87145,23.75,8.962
2021-04-23,17:00:00,4.18882,20.375,7.5
2021-04-23,18:00:00,3.44415,14,6.061
2021-04-23,19:00:00,2.38918,14.9,7.382
2021-04-23,20:00:00,1.48936,15.2,8.137
2021-04-23,21:00:00,1.05496,11.9,6.887
2021-04-23,22:00:00,1.24113,11.525,7.146
2021-04-23,23:00:00,1.24113,11.65,7.076
2021-04-23,24:00:00,1.2101,11.125,6.934
2021-04-24,01:00:00,1.02477,11.925,7.571
2021-04-24,02:00:00,0.71424,12.25,7.83
2021-04-24,03:00:00,0.8074,12.2,7.995
